location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
Eblana Villas (Jct with Grand Canal Street Lower),TRUE,30,2,28,53.340457,-6.243109,0,1,1,3,18.86,72,6.0032,6,8,14,01-01-2022 13:00
Hatch Street Upper (Outside Hardwicke House),FALSE,32,8,24,53.333835,-6.2598105,0,1,1,3,18.86,77,11.0014,0,11,11,01-01-2022 14:00
Blackhall Place (outside Spar),FALSE,40,16,24,53.34707291,-6.282331844,0,1,1,3,18.86,77,7.0015,1,33,34,01-01-2022 15:00
Fassaugh Avenue (Outside NCBI),FALSE,30,1,29,53.366893,-6.292718,0,1,1,3,18.04,77,8.9981,14,168,182,01-01-2022 16:00
Anglesea Road (Jct Merrion Road),TRUE,30,29,1,53.328537,-6.23059,0,1,1,3,18.86,82,7.0015,40,475,515,01-01-2022 17:00
Anglesea Road (Jct Merrion Road),FALSE,40,40,0,53.328424,-6.230617,0,1,1,3,21.32,59,8.9981,49,696,745,01-01-2022 18:00
Hatch Street Upper (Outside One Place Park),FALSE,20,4,15,53.33397937,-6.261724242,0,1,1,3,22.96,56,7.0015,57,304,361,01-01-2022 19:00
Middle abbey street outside hidden hearing.,FALSE,20,8,11,-6.262656301,53.34799275,0,1,2,3,8.2,86,11.0014,0,4,4,01-01-2022 20:00
"Middle abbey street, outside celebration party shop.",TRUE,40,35,5,-6.260793507,53.3481929,0,1,1,3,16.4,47,15.0013,0,23,23,01-01-2022 21:00
St Stephen's green North,FALSE,29,6,23,-6.256654859,53.33898211,0,1,2,3,7.38,93,12.998,0,79,79,01-01-2022 22:00
,TRUE,35,14,21,-6.255034804,53.34144673,0,1,2,3,7.38,93,11.0014,3,219,222,01-01-2022 23:00
Sack like place,TRUE,40,28,12,-6.258557886,53.34909033,0,1,2,3,7.38,93,11.0014,6,465,471,02-01-2022 00:00
Goldsworthy street outside Foxx Coffee House,TRUE,23,4,19,-6.257915497,53.34132102,0,1,2,3,7.38,93,11.0014,11,184,195,02-01-2022 01:00
Lincoln Place,FALSE,30,6,24,-6.252296269,53.34185349,0,1,2,3,7.38,93,11.0014,3,80,83,02-01-2022 02:00
Mount street upper,TRUE,40,40,0,-6.244401187,53.33711313,0,1,1,3,17.22,38,19.9995,8,93,101,02-01-2022 03:00
Mount street lower opposite howl at the moon club,FALSE,23,21,2,-6.245165616,53.33927038,0,1,1,3,17.22,38,19.9995,13,127,140,02-01-2022 04:00
Georges Quay,FALSE,40,13,27,-6.253649443,53.34738591,0,1,1,3,17.22,38,19.9995,15,163,178,02-01-2022 05:00
Grand canal docks,FALSE,20,20,0,-6.238718927,53.34301848,0,1,1,3,17.22,38,19.9995,10,96,106,02-01-2022 06:00
Grand canal docks outside fresh,FALSE,20,17,3,-6.238583475,53.34339239,0,1,1,3,17.22,38,19.9995,17,119,136,02-01-2022 07:00
Blood stone road,TRUE,21,18,3,-6.236217767,53.34491682,0,1,1,3,17.22,38,23.9994,15,225,240,02-01-2022 08:00
"Both wall quay, opposite the Spenser. ",TRUE,29,21,8,-6.24309361,53.3476477,0,1,1,3,17.22,38,16.9979,14,446,460,02-01-2022 09:00
Sir john Robertson quay,FALSE,40,40,0,-6.2415272,53.34621063,0,1,1,3,16.4,40,7.0015,13,372,385,02-01-2022 10:00
Start of Leinster street south,FALSE,30,25,5,-6.252639592,53.3417502,0,1,1,3,15.58,46,7.0015,11,270,281,02-01-2022 11:00
Marlborough street opposite An Board Pleanala ,TRUE,20,17,3,-6.259177476,53.35260382,0,1,1,3,13.94,53,7.0015,10,190,200,02-01-2022 12:00
Mount street lower outside board bia,FALSE,40,14,26,-6.240792274,53.3378138,0,1,1,3,13.12,66,6.0032,7,109,116,02-01-2022 13:00
"Camden street lower, Infront of enable ireland",FALSE,40,0,40,-6.265382767,53.33482844,0,1,1,3,12.3,70,6.0032,10,104,114,02-01-2022 14:00
North strand road,FALSE,30,13,17,-6.245928705,53.35520694,0,1,1,3,10.66,81,7.0015,3,38,41,02-01-2022 15:00
Amiens street outside the funky skunk,FALSE,30,0,30,-6.248283684,53.35334747,0,1,1,3,10.66,81,0,2,26,28,02-01-2022 16:00
"Bolton Street, outside DIT",TRUE,30,1,29,-6.269626021,53.35134383,0,1,1,3,9.84,87,6.0032,1,6,7,02-01-2022 17:00
Eden Quay outside Beresford Court,TRUE,20,18,2,-6.25492081,53.34901267,0,1,1,3,8.2,85,11.0014,0,5,5,02-01-2022 18:00
Talbot street outside Guiney and co.,FALSE,33,31,2,-6.254671365,53.35066259,0,1,1,3,9.02,80,0,0,4,4,02-01-2022 19:00
  Taylor’s lane,FALSE,40,1,39,714293.6437,733714.8625,0,1,2,3,7.38,51,11.0014,1,14,15,02-01-2022 20:00
   Saint Augustine Street ,FALSE,20,7,13,714769.1713,733948.9631,0,0,2,3,7.38,51,11.0014,1,24,25,02-01-2022 21:00
 Grattan Crescent ,FALSE,40,0,40,711855.8159,733579.5818,0,0,2,3,7.38,55,6.0032,1,15,16,02-01-2022 22:00
  Leinster Square ,FALSE,40,36,4,715539.9289,731778.2679,0,0,2,3,7.38,55,0,3,13,16,02-01-2022 23:00
  Howth Road ,FALSE,20,20,0,721274.1949,738229.6324,0,0,3,3,7.38,55,11.0014,0,7,7,03-01-2022 00:00
 Raheny Main Street ,FALSE,30,2,28,721461.4646,738209.6796,0,0,3,3,7.38,55,11.0014,0,1,1,03-01-2022 01:00
 Vernon Avenue ,FALSE,40,39,1,720080.4543,735858.3008,0,0,2,3,6.56,74,11.0014,0,5,5,03-01-2022 02:00
 Drumcondra Road Upper,TRUE,20,15,5,715880.5903,736106.5454,0,0,2,3,6.56,74,11.0014,0,2,2,03-01-2022 03:00
  Clonliffe Road ,TRUE,40,14,26,716305.0323,736147.8404,0,0,2,3,6.56,74,7.0015,1,8,9,03-01-2022 04:00
  Finglas Road ,TRUE,40,32,8,714624.6484,736870.8041,0,0,3,3,6.56,93,7.0015,0,15,15,03-01-2022 05:00
 Seamus Ennis Road ,TRUE,20,12,8,713168.8994,739130.3766,0,0,3,3,6.56,93,7.0015,0,20,20,03-01-2022 06:00
Finglas Road,TRUE,40,40,0,713197.7814,738926.9737,0,0,2,3,7.38,80,11.0014,5,56,61,03-01-2022 07:00
Coolock Main Street ,FALSE,16,14,2,719658.1364,738961.7417,0,0,2,3,8.2,69,26.0027,2,60,62,03-01-2022 08:00
Poolbeg  ,TRUE,38,7,31,721038.612,733538.5211,0,0,2,3,8.2,59,23.9994,8,90,98,03-01-2022 09:00
 South Earl Street.,FALSE,30,0,0,714426.4439,733733.518,0,0,1,3,8.2,44,22.0028,7,95,102,03-01-2022 10:00
 John Street West.,TRUE,16,1,15,714693.2518,734027.531,0,0,1,3,8.2,32,32.9975,12,83,95,03-01-2022 11:00
 Ormond Street.,FALSE,25,6,19,714439.5889,733341.1125,0,0,1,3,8.2,32,30.0026,5,69,74,03-01-2022 12:00
 Ashtown Grove.,FALSE,20,19,1,711518.2949,736920.5468,0,0,1,3,7.38,29,30.0026,8,68,76,03-01-2022 13:00
 Cameron Street.,TRUE,40,27,13,714060.7656,733161.9352,0,0,1,3,6.56,37,36.9974,5,64,69,03-01-2022 14:00
 Benbulbin Road.,FALSE,29,13,16,712437.4456,732931.5586,0,0,1,3,5.74,39,19.9995,3,52,55,03-01-2022 15:00
 Keeper Road.,TRUE,35,20,15,713006.4992,732663.6503,0,0,1,3,5.74,36,16.9979,4,26,30,03-01-2022 16:00
South Circular Road.,TRUE,40,23,17,713006.4992,732663.6503,0,0,1,3,4.92,36,16.9979,0,28,28,03-01-2022 17:00
 Prospect Way.,TRUE,23,18,5,715063.2344,736630.9297,0,0,1,3,4.92,39,23.9994,2,35,37,03-01-2022 18:00
 South Circular Road.,FALSE,30,30,0,713362.6358,733098.8582,0,0,1,3,4.92,36,26.0027,1,33,34,03-01-2022 19:00
Mount street lower opposite new mount house,FALSE,30,24,6,-6.244124919,53.33894527,0,0,1,3,16.4,35,19.0012,93,218,311,03-01-2022 20:00
D'Oliver street,FALSE,40,4,36,-6.258493513,53.34681028,0,0,1,3,17.22,30,19.0012,118,245,363,03-01-2022 21:00
Foley street outside dance Irelamd,TRUE,20,8,12,-6.252858192,53.35146871,0,0,1,3,17.22,32,19.9995,121,228,349,03-01-2022 22:00
Blood stone road,TRUE,40,28,12,-6.235854328,53.34555893,0,0,1,3,17.22,41,12.998,120,262,382,03-01-2022 23:00
Mayor square outside Snap and national college of Ireland.,TRUE,40,0,40,-6.24304533,53.34893742,0,0,1,3,17.22,38,19.9995,99,188,287,04-01-2022 00:00
"Fade street, outside the rage record store",TRUE,20,18,2,-6.263821721,53.34194797,0,0,1,3,16.4,40,12.998,61,171,232,04-01-2022 01:00
Hume street,TRUE,40,37,3,-6.255581975,53.33800839,0,0,1,3,15.58,46,8.9981,36,172,208,04-01-2022 02:00
Wolfe tone street,FALSE,16,8,8,-6.267700195,53.34936332,0,0,2,3,13.94,71,8.9981,33,149,182,04-01-2022 03:00
Wolfe tone street outside AXA office,TRUE,38,8,30,-6.26718387,53.34796313,0,0,2,3,14.76,57,7.0015,48,115,163,04-01-2022 04:00
Coppinger row ,FALSE,30,0,0,-6.261603534,53.34194076,0,0,2,3,14.76,62,12.998,29,79,108,04-01-2022 05:00
Saclville Place,TRUE,16,14,2,-6.258242726,53.34913596,0,0,2,3,15.58,62,11.0014,26,80,106,04-01-2022 06:00
Trinity street,FALSE,25,0,25,-6.26198709,53.34380633,0,0,1,3,15.58,62,15.0013,20,73,93,04-01-2022 07:00
Pearce street opposite parser square,FALSE,20,17,3,-6.242224574,53.3428079,0,1,1,3,11.48,52,22.0028,1,19,20,04-01-2022 08:00
Parnell street outside cineworld.,TRUE,40,9,31,-6.267755181,53.350079,0,1,1,3,10.66,60,19.0012,1,9,10,04-01-2022 09:00
"Abbey Street Lower, outside Abbey Theatre.",FALSE,29,1,28,-6.256624013,53.34880213,0,1,1,3,10.66,56,19.9995,1,8,9,04-01-2022 10:00
Abbey Street Lower outside Beresford Court.,TRUE,35,0,35,-6.255399585,53.34901748,0,1,1,3,10.66,56,16.9979,1,6,7,04-01-2022 11:00
Pearce street and Townsend street,TRUE,40,22,18,-6.256809086,53.34580232,0,1,1,3,10.66,56,19.0012,0,1,1,04-01-2022 12:00
"Stephens green, in front of beneton shop",TRUE,23,23,0,-6.260926276,53.3398373,0,1,1,3,10.66,56,16.9979,1,23,24,04-01-2022 13:00
East wall road outside the O2 ,FALSE,30,0,30,-6.227487177,53.34842026,0,1,1,3,9.84,65,19.0012,5,92,97,04-01-2022 14:00
"Bedford row, beside Ladbrokes",TRUE,40,40,0,-6.261851639,53.34615699,0,1,1,3,9.84,65,23.9994,11,265,276,04-01-2022 15:00
Talbot Street outside Carrolls shop,FALSE,23,23,0,-6.2569727,53.35029835,0,1,1,3,10.66,60,22.0028,15,462,477,04-01-2022 16:00
"Fleet Street, outside TGI restaurant.",FALSE,40,22,18,-6.259736717,53.34583434,0,1,1,3,12.3,52,22.0028,9,215,224,04-01-2022 17:00
"Aston quay, outside house of colour",FALSE,20,20,0,-6.262689829,53.34607693,0,1,1,3,13.12,53,19.9995,7,86,93,04-01-2022 18:00
Harcourt street outside Starbucks ,FALSE,20,2,17,-6.262397468,53.3327959,0,1,1,3,13.94,49,16.9979,7,95,102,04-01-2022 19:00
Harcourt street outside Starbucks ,FALSE,20,10,10,-6.262397468,53.3327959,0,0,1,3,21.32,77,0,54,133,187,04-01-2022 20:00
"New bride street , Infront of small green",FALSE,40,39,1,-6.269115061,53.33779779,0,0,1,3,20.5,77,0,45,104,149,04-01-2022 21:00
Mount street ctescent,FALSE,30,3,27,-6.243086904,53.33666389,0,0,1,3,19.68,88,0,52,90,142,04-01-2022 22:00
Beresford Place median,TRUE,29,24,5,-6.254668683,53.34915197,0,0,1,3,18.86,88,6.0032,46,83,129,04-01-2022 23:00
Kevin's street outside o haras pharmacy,FALSE,30,11,14,-6.266076118,53.33774334,0,0,1,3,18.86,88,0,15,63,78,05-01-2022 00:00
Dorset street outside gaa ticket office ,FALSE,40,40,0,-6.260073334,53.36081366,0,0,1,3,18.86,88,0,20,35,55,05-01-2022 01:00
"Wexford street, Infront of mega bikes.",FALSE,40,24,16,-6.265628189,53.33737258,0,0,1,3,18.04,88,0,10,20,30,05-01-2022 02:00
"Camden street lower, outside ulster bank",FALSE,40,31,9,-6.265334487,53.33563406,0,0,1,3,18.04,88,0,7,7,14,05-01-2022 03:00
Mountjoy square south outside dit,TRUE,40,27,13,-6.256683022,53.35602898,0,0,1,3,18.04,88,0,1,14,15,05-01-2022 04:00
"Noel Purcell Walk, Infront of beaux lane house",FALSE,40,2,38,-6.26425758,53.34045385,0,0,1,3,18.04,88,0,7,14,21,05-01-2022 05:00
"Chatham road, outside Mao restaurant",TRUE,40,32,8,-6.26260668,53.34104558,0,0,1,3,18.04,86,0,18,26,44,05-01-2022 06:00
"William street south, outside dada restautsnt",FALSE,30,30,0,-6.263074726,53.34134584,0,0,1,3,18.86,88,0,25,82,107,05-01-2022 07:00
Saint Andrew street,FALSE,30,25,5,-6.261555254,53.34365901,0,0,1,3,20.5,77,0,66,119,185,05-01-2022 08:00
"South George's street, outside Diwali",FALSE,40,33,7,-6.264543235,53.34274625,0,0,1,3,22.96,68,6.0032,155,210,365,05-01-2022 09:00
"George's street, outside Hogans pub",FALSE,30,28,2,-6.264674664,53.34206327,0,0,1,3,25.42,53,6.0032,189,234,423,05-01-2022 10:00
Berkeley road outside Berkeley wash,FALSE,20,1,19,-6.269145906,53.35812925,0,0,1,3,26.24,44,6.0032,212,243,455,05-01-2022 11:00
Cathal Brugha street outside the Irish aid office,FALSE,20,10,10,-6.26068756,53.35209391,0,0,1,3,27.06,44,6.0032,225,193,418,05-01-2022 12:00
Cork street,FALSE,30,22,8,-6.290507019,53.33420699,0,0,1,3,27.88,47,11.0014,272,228,500,05-01-2022 13:00
"Camden street lower, Infront of icon health store. ",FALSE,22,10,12,-6.265275478,53.33621064,0,0,1,3,27.88,51,11.0014,198,209,407,05-01-2022 14:00
"Drury street, outside Carousel",FALSE,38,38,0,-6.262984872,53.34294562,0,0,1,3,27.06,50,8.9981,223,247,470,05-01-2022 15:00
Drury street outside Irish design shop,TRUE,40,24,16,-6.263002306,53.34274225,0,0,1,3,25.42,61,7.0015,208,230,438,05-01-2022 16:00
"End of Hatch street lower, both sides of the road, outside cafe sol",FALSE,27,7,20,-6.255485415,53.33438318,0,0,1,3,26.24,50,7.0015,186,228,414,05-01-2022 17:00
Hatch street lower,FALSE,40,17,23,-6.25756681,53.33374331,0,0,1,3,22.96,73,6.0032,116,186,302,05-01-2022 18:00
"George's street, opposite Dublin business school",FALSE,30,13,17,-6.264339387,53.34348527,0,0,1,3,22.96,73,7.0015,59,134,193,05-01-2022 19:00
Richmond Road (Jct with Richmond Avenue),TRUE,40,26,14,53.363278,-6.243744,0,1,1,3,24.6,46,8.9981,74,181,255,05-01-2022 20:00
Mountjoy Square North (Jct with MJS East),FALSE,30,13,17,53.357415,-6.257314,0,1,1,3,25.42,43,0,109,225,334,05-01-2022 21:00
Clontarf Road (Jct with Dollymount Park),TRUE,30,0,30,53.362822,-6.178398,0,1,1,3,25.42,41,12.998,108,252,360,05-01-2022 22:00
Cullenswood Park ( Jct with Ranelagh Road),FALSE,40,40,0,53.323646,-6.250202,0,1,1,3,26.24,36,11.0014,98,297,395,05-01-2022 23:00
N1 Ramp Road (Just off Ellenfield Park),FALSE,30,28,2,53.387103,-6.242104,0,1,1,3,27.06,34,8.9981,108,242,350,06-01-2022 00:00
Lorcan Avenue (Outside Kilmardinny Inn),TRUE,40,2,38,53.391242,-6.234954,0,1,1,3,27.06,36,12.998,131,260,391,06-01-2022 01:00
Morehampton Road (Jct with Herbert Park),FALSE,30,26,4,53.324841,-6.240554,0,1,1,3,27.06,34,16.9979,151,417,568,06-01-2022 02:00
Walkinstown Road (Carprk opposite Halfway house),TRUE,38,38,0,53.323811,-6.327954,0,1,1,3,27.06,34,8.9981,124,688,812,06-01-2022 03:00
Mellows Road (Outside Community Center),FALSE,30,29,1,53.39013,-6.311036,0,1,1,3,26.24,38,15.0013,99,570,669,06-01-2022 04:00
Fassaugh Avenue (Cabra House Pub),FALSE,40,23,17,53.367375,-6.298704,0,1,1,3,25.42,41,12.998,91,392,483,06-01-2022 05:00
Fassaugh Avenue (outside spar & Centra),FALSE,30,18,12,53.367392,-6.299124,0,1,1,3,25.42,41,11.0014,73,264,337,06-01-2022 06:00
Hatch Street Upper (Outside Three Park Place),FALSE,20,14,6,53.33391504,-6.260607446,0,1,1,3,24.6,40,0,49,209,258,06-01-2022 07:00
Sybil Hill Road (Entrance to St Annes Park),FALSE,30,25,5,53.37237867,-6.194035777,0,1,1,3,22.96,52,22.0028,57,194,251,06-01-2022 08:00
Arran Quay,TRUE,40,18,22,53.34591638,-6.27587837,0,1,1,3,21.32,55,0,41,133,174,06-01-2022 09:00
Ovova Road (Outside City Building Supply),FALSE,31,14,17,53.333725,-6.269798,0,0,1,3,21.32,48,7.0015,30,118,148,06-01-2022 10:00
"The Ivy, Molesworth Street (Jct with Dawson St)",FALSE,35,4,31,53.341311,-6.257962,0,0,1,3,20.5,48,0,20,84,104,06-01-2022 11:00
Imaal Road,TRUE,40,8,32,53.361605,-6.28613,0,0,1,3,20.5,51,7.0015,13,56,69,06-01-2022 12:00
"Hockey Club, Old Finglas Road",FALSE,30,27,3,53.37729,-6.275765,0,0,1,3,20.5,48,7.0015,10,23,33,06-01-2022 13:00
James Larkin Road (Clontarf),FALSE,30,16,14,53.371418,-6.166817,0,0,1,3,19.68,59,6.0032,6,8,14,06-01-2022 14:00
St Stephens Green South,FALSE,24,0,23,53.336841,-6.259403,0,0,1,3,18.86,67,0,1,11,12,06-01-2022 15:00
Killester Ave (Jct with Killester Park),FALSE,40,22,18,53.3759,-6.209,0,0,1,3,18.04,72,6.0032,12,38,50,06-01-2022 16:00
Killester Ave (Jct with Killester Park),FALSE,36,27,9,53.375602,-6.209501,0,0,1,3,18.86,67,7.0015,28,67,95,06-01-2022 17:00
Dorset Street Upper (Outside Gala),FALSE,40,18,22,53.355902,-6.265499,0,0,1,3,21.32,52,11.0014,33,162,195,06-01-2022 18:00
Coolock Drive (Jct with Oscar Traynor Rd),FALSE,40,36,4,53.392112,-6.205152,0,0,1,3,22.96,43,11.0014,79,213,292,06-01-2022 19:00
Top of Parnell street outside Foleys pharmacy,FALSE,40,31,9,-6.258886456,53.3537389,0,1,1,3,8.2,80,8.9981,0,2,2,06-01-2022 20:00
St Stephens green north outside permanent tsb,FALSE,40,37,3,-6.260423362,53.3399558,0,1,1,3,8.2,80,8.9981,0,22,22,06-01-2022 21:00
Jervis Street outside Penny's,FALSE,20,9,11,-6.267024279,53.34998454,0,1,1,3,8.2,86,8.9981,2,72,74,06-01-2022 22:00
"Wexford street, djinn shop, across the road from opium
",TRUE,30,25,5,-6.265439093,53.33662064,0,1,1,3,8.2,80,8.9981,9,247,256,06-01-2022 23:00
"Aungier street, outside YMCA",TRUE,30,14,16,-6.266015768,53.3392936,0,1,1,3,8.2,82,7.0015,11,488,499,07-01-2022 00:00
Cathal Brugha street,FALSE,32,32,0,-6.25944972,53.35237568,0,1,2,3,8.2,86,8.9981,7,218,225,07-01-2022 01:00
Cathal Brugha Street outside DIT,FALSE,40,27,13,-6.259444356,53.35225641,0,1,2,3,9.84,87,8.9981,13,84,97,07-01-2022 02:00
"Camden street lower, Simon community shop,.",FALSE,30,23,7,-6.26539886,53.33423822,0,1,2,3,10.66,87,6.0032,9,90,99,07-01-2022 03:00
Coppinger row,TRUE,30,1,29,-6.262373328,53.34211691,0,1,3,3,12.3,81,0,4,51,55,07-01-2022 04:00
Parnell street outside Centra ,FALSE,40,26,14,-6.263774782,53.35127979,0,1,3,3,13.12,76,0,8,57,65,07-01-2022 05:00
Start of st. Stephen's Green terrace. ,FALSE,20,20,0,-6.257439405,53.3362755,0,1,3,3,13.12,81,7.0015,3,70,73,07-01-2022 06:00
"Pembroke street lower, opposite coffee angel.",TRUE,40,36,4,-6.25215143,53.33690652,0,1,2,3,13.94,87,6.0032,6,73,79,07-01-2022 07:00
"O'Connell street, median, behind Sir John Gray monument",FALSE,30,24,6,-6.259725988,53.34860279,0,1,2,3,13.94,87,16.9979,6,112,118,07-01-2022 08:00
South Circular road tesco,TRUE,30,2,28,-6.274455339,53.33232339,0,1,3,3,13.94,87,15.0013,6,128,134,07-01-2022 09:00
"Essex street east, outside the Clarence hotel",FALSE,40,28,12,-6.266537458,53.34511458,0,1,3,3,13.94,87,12.998,2,96,98,07-01-2022 10:00
The coombe outside ovenden house. ,FALSE,30,1,29,-6.273295283,53.33919831,0,1,3,3,13.12,93,15.0013,1,92,93,07-01-2022 11:00
"College green, median",TRUE,40,38,2,-6.260206103,53.34439721,0,1,3,3,13.12,93,11.0014,2,55,57,07-01-2022 12:00
North king street,FALSE,30,17,13,-6.2726596,53.35032477,0,1,3,3,13.94,87,15.0013,0,29,29,07-01-2022 13:00
End of Adelaide road beside kiosk,TRUE,38,1,37,-6.253476441,53.3323394,0,1,3,3,13.94,87,12.998,0,49,49,07-01-2022 14:00
Start of Fitzwilliam square north,FALSE,30,7,23,-6.250662804,53.33551714,0,1,3,3,13.94,87,15.0013,0,9,9,07-01-2022 15:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,40,37,3,-6.261388958,53.34824573,0,1,3,3,13.94,93,12.998,0,3,3,07-01-2022 16:00
"Middle abbey street, outside austrailia travel.",FALSE,30,30,0,-6.263314784,53.34790949,0,1,3,3,14.76,93,12.998,0,3,3,07-01-2022 17:00
Grand canal street lower,FALSE,20,18,2,-6.241157055,53.33936646,0,1,3,3,14.76,93,16.9979,1,1,2,07-01-2022 18:00
Mount street lower opposite new mount house,FALSE,30,4,26,-6.244124919,53.33894527,0,1,3,3,14.76,93,16.9979,0,3,3,07-01-2022 19:00
 Glasanaon Road.,TRUE,40,37,3,714295.0942,738498.6981,0,0,1,3,4.1,39,30.0026,0,22,22,07-01-2022 20:00
 City Quay.,FALSE,23,22,1,716706.4443,734339.3748,0,0,1,3,4.1,42,26.0027,1,24,25,07-01-2022 21:00
Essex Street East.,FALSE,40,22,18,715430.2719,734159.7843,0,0,1,3,4.1,42,31.0009,0,12,12,07-01-2022 22:00
Wellington Quay.,FALSE,20,19,1,715366.6408,734189.163,0,0,1,3,4.1,46,31.0009,0,11,11,07-01-2022 23:00
Clontarf Road.,FALSE,20,5,15,718186.8303,736274.6827,0,0,1,3,4.1,46,27.9993,0,4,4,08-01-2022 00:00
Parliment Street,TRUE,21,10,11,715359.5431,734176.6214,0,0,1,3,3.28,53,12.998,0,1,1,08-01-2022 01:00
Fairview Avenue Lower.,TRUE,29,0,29,717418.866,736212.3466,0,0,1,3,3.28,53,12.998,0,1,1,08-01-2022 02:00
Bannow Road.,FALSE,40,36,4,713124.8195,737100.7832,0,0,1,3,4.1,49,19.0012,0,1,1,08-01-2022 03:00
Old Finglas Road.,FALSE,30,28,2,714976.2926,737624.5548,0,0,1,3,3.28,53,12.998,1,5,6,08-01-2022 04:00
Prospect Square.,TRUE,20,3,17,714988.8551,736876.5149,0,0,1,3,4.1,49,19.0012,0,10,10,08-01-2022 05:00
Finglas Road.,FALSE,40,24,16,713258.0059,738804.7184,0,0,1,3,4.92,46,35.0008,0,19,19,08-01-2022 06:00
Ballymun road.,FALSE,40,0,40,715410.6348,739762.6272,0,0,1,3,5.74,43,26.0027,0,49,49,08-01-2022 07:00
Gateway Crescent.,FALSE,30,6,24,715383.7086,739653.7401,0,0,1,3,6.56,40,35.0008,2,47,49,08-01-2022 08:00
Millmount Avenue.,FALSE,30,3,27,715826.891,736943.2622,0,0,1,3,7.38,37,30.0026,4,79,83,08-01-2022 09:00
Navan Road.,TRUE,30,1,29,713254.2499,735938.0762,0,0,1,3,8.2,34,30.0026,6,69,75,08-01-2022 10:00
Strand Road Car Park.,TRUE,20,20,0,719511.068,731718.6504,0,0,1,3,9.02,32,31.0009,8,64,72,08-01-2022 11:00
Naas Road.,FALSE,33,7,26,711356.1167,732869.0107,0,0,1,3,9.02,35,23.9994,5,77,82,08-01-2022 12:00
 Strand Road Car Park.,FALSE,40,31,9,719468.6273,731934.0535,0,0,1,3,8.2,34,30.0026,13,79,92,08-01-2022 13:00
Merrion Road,FALSE,40,28,12,718043.099,732330.8,0,0,1,3,7.38,37,26.0027,3,59,62,08-01-2022 14:00
Pearse St,FALSE,20,2,18,716695.975,734036.35,0,0,1,3,6.56,40,22.0028,4,44,48,08-01-2022 15:00
Harolds Cross Rd,TRUE,30,0,30,714754.963,732197.764,0,0,1,3,6.56,43,22.0028,1,40,41,08-01-2022 16:00
Oliver Bond St,TRUE,30,28,2,714526.182,734013.314,0,0,1,3,5.74,46,16.9979,0,38,38,08-01-2022 17:00
Drumcondra Rd Lwr,FALSE,32,11,21,716110.956,736662.282,0,0,1,3,5.74,46,27.9993,1,19,20,08-01-2022 18:00
Rathmines Rd Upr,FALSE,40,35,4,715553.28,731456.404,0,0,1,3,5.74,46,19.9995,5,10,15,08-01-2022 19:00
"New bride street , Infront of small green",TRUE,21,20,1,-6.269115061,53.33779779,0,1,1,3,14.76,46,15.0013,9,139,148,08-01-2022 20:00
Mount street ctescent,TRUE,29,29,0,-6.243086904,53.33666389,0,1,1,3,16.4,40,15.0013,17,137,154,08-01-2022 21:00
Beresford Place median,FALSE,40,35,5,-6.254668683,53.34915197,0,1,1,3,16.4,40,15.0013,20,130,150,08-01-2022 22:00
Kevin's street outside o haras pharmacy,FALSE,30,0,30,-6.266076118,53.33774334,0,1,1,3,16.4,40,15.0013,10,144,154,08-01-2022 23:00
Dorset street outside gaa ticket office ,TRUE,20,17,3,-6.260073334,53.36081366,0,1,1,3,16.4,40,12.998,9,192,201,09-01-2022 00:00
"Wexford street, Infront of mega bikes.",FALSE,40,0,40,-6.265628189,53.33737258,0,1,1,3,14.76,46,8.9981,9,409,418,09-01-2022 01:00
"Camden street lower, outside ulster bank",FALSE,40,0,40,-6.265334487,53.33563406,0,1,1,3,14.76,43,7.0015,12,393,405,09-01-2022 02:00
Mountjoy square south outside dit,FALSE,30,30,0,-6.256683022,53.35602898,0,1,1,3,13.94,46,7.0015,9,219,228,09-01-2022 03:00
"Noel Purcell Walk, Infront of beaux lane house",FALSE,30,0,30,-6.26425758,53.34045385,0,1,1,3,13.94,46,7.0015,12,178,190,09-01-2022 04:00
"Chatham road, outside Mao restaurant",TRUE,30,0,30,-6.26260668,53.34104558,0,1,1,3,12.3,61,7.0015,8,154,162,09-01-2022 05:00
